frame,t,dx,dy,rot_deg,scale,ntrack,framediff,sharpness,brightness,contrast
1718,57.408,8.288,-4.06,0.4173,1.0057,377,14.621,669.97,93.45,68.69
1719,57.442,8.057,-3.854,0.3836,1.0055,399,14.541,628.95,92.64,68.53
1720,57.475,8.333,-3.809,0.4008,1.0052,391,14.41,580.51,91.87,68.19
1721,57.508,8.241,-3.934,0.3981,1.0055,395,14.389,692.51,91.41,68.14
1722,57.542,8.074,-3.879,0.3828,1.0055,393,14.41,679.39,90.82,67.79
1723,57.575,8.013,-3.721,0.3666,1.0054,387,14.224,618.71,90.19,67.41
1724,57.609,8.073,-3.621,0.3562,1.0052,390,14.087,557.13,89.46,67.03
1725,57.642,8.105,-3.435,0.3433,1.0051,392,14.114,550.46,88.91,66.91
1726,57.675,7.816,-3.219,0.3149,1.005,391,14.021,582.4,88.4,66.57
1727,57.709,7.45,-3.143,0.2811,1.0053,370,14.109,533.68,87.65,66.09
1728,57.742,7.489,-3.164,0.2785,1.0052,388,13.843,484.28,86.83,65.55
1729,57.776,7.405,-2.32,0.2423,1.0042,390,13.66,475.5,86.17,65.14
1730,57.809,6.812,-2.588,0.2192,1.0048,387,13.572,538.33,85.77,64.8
1731,57.843,6.555,-2.446,0.2032,1.0046,389,13.397,490.04,85.33,64.6
1732,57.876,6.271,-1.965,0.1797,1.0042,388,12.94,438.22,84.76,64.12
1733,57.909,6.358,-1.639,0.1779,1.0034,387,12.539,430.92,84.3,63.54
1734,57.943,5.683,-1.574,0.139,1.0035,373,12.511,463.06,84.31,63.12
1735,57.976,5.681,-1.298,0.1375,1.003,385,12.012,467.42,84.1,62.68
1736,58.01,5.289,-1.092,0.1174,1.003,393,12.696,629.97,84.97,61.9
1737,58.043,4.863,-0.861,0.0873,1.0025,392,10.545,485.74,84.55,61.51
1738,58.076,4.44,-0.895,0.0685,1.0027,370,10.606,495.9,84.48,61.17
1739,58.11,3.735,-0.787,0.0272,1.0027,353,10.263,472.55,84.36,60.81
1740,58.143,3.758,-0.677,0.0382,1.0023,397,9.949,430.15,84.21,60.32
1741,58.177,3.494,-0.73,0.0322,1.0024,398,9.69,387.38,84.13,59.79
1742,58.21,3.305,-0.599,0.0189,1.0024,396,9.701,395.91,84.24,59.22
1743,58.244,3.251,-0.459,0.0129,1.002,396,9.943,417.76,84.75,58.77
1744,58.277,2.74,-0.357,-0.0175,1.0022,399,9.472,395.02,84.86,58.29
1745,58.31,2.406,-0.362,-0.0223,1.0023,396,9.116,355.65,84.86,57.79
1746,58.344,1.802,-0.491,-0.0544,1.0029,364,9.123,362.67,85.28,57.34
1747,58.377,2.41,-0.295,-0.0306,1.002,396,9.863,373.03,86.53,56.79
1748,58.411,2.359,-0.313,-0.0297,1.0019,398,9.301,370.77,87.0,56.18
1749,58.444,2.496,-0.357,-0.0114,1.0018,399,8.906,339.76,87.09,55.63
1750,58.477,2.398,-0.389,-0.0107,1.002,399,8.924,322.4,87.36,55.04
1751,58.511,1.984,-0.447,-0.0277,1.0025,347,9.47,352.58,88.41,54.57
1752,58.544,2.535,-0.484,0.0097,1.0019,398,8.845,343.47,88.68,54.11
1753,58.578,2.243,-0.549,-0.0018,1.0023,356,8.881,325.92,88.85,53.68
1754,58.611,2.576,-0.507,0.0191,1.0019,400,8.72,304.44,88.86,53.22
1755,58.645,2.716,-0.519,0.0325,1.0019,397,9.015,326.89,89.34,52.74
1756,58.678,2.901,-0.528,0.0428,1.0017,395,8.981,344.22,89.65,52.29
1757,58.711,3.041,-0.539,0.0502,1.0018,400,9.075,313.12,89.72,51.84
1758,58.745,3.033,-0.735,0.0623,1.0021,400,8.904,292.86,89.67,51.39
1759,58.778,3.075,-0.764,0.0798,1.0023,397,8.98,278.74,89.85,50.94
1760,58.812,3.021,-0.846,0.0818,1.0023,400,8.901,291.01,90.35,50.62
1761,58.845,3.279,-0.893,0.0926,1.0024,399,9.215,279.95,90.67,50.16
1762,58.878,3.519,-0.855,0.0929,1.0021,399,9.028,247.88,90.65,49.77
1763,58.912,3.84,-0.938,0.1186,1.0021,385,9.012,239.48,90.8,49.56
1764,58.945,4.152,-0.792,0.1203,1.0016,391,9.534,258.39,91.62,49.43
1765,58.979,4.559,-0.655,0.1284,1.0013,392,10.291,294.22,92.76,49.37
1766,59.012,5.034,-0.73,0.1342,1.0013,386,10.269,271.72,93.16,49.33
1767,59.046,6.446,-1.372,0.2119,1.0015,339,10.785,258.38,93.69,49.47
1768,59.079,6.363,-1.063,0.1823,1.0012,392,11.171,273.86,94.63,49.61
1769,59.112,6.96,-1.116,0.2101,1.0008,388,11.352,296.66,95.53,49.68
1770,59.146,6.789,-1.342,0.1951,1.0014,348,11.237,282.66,96.47,49.7
1771,59.179,7.687,-1.064,0.2393,1.0,356,11.409,270.25,97.86,49.81
1772,59.213,7.759,-1.363,0.2343,1.0011,362,11.544,270.11,99.28,49.9
1773,59.246,8.057,-0.45,0.2352,0.9992,331,11.846,305.63,101.06,49.89
1774,59.279,8.273,-0.509,0.2634,0.9994,338,11.605,303.95,102.1,49.97
1775,59.313,8.696,-0.311,0.2708,0.999,338,11.74,293.21,103.01,50.16
1776,59.346,8.742,-0.396,0.2726,0.9994,353,11.907,295.94,103.76,50.33
1777,59.38,9.232,-1.098,0.32,1.001,374,12.359,327.76,104.59,50.67
1778,59.413,9.023,-0.657,0.3059,1.0005,372,12.721,361.86,105.2,50.91
1779,59.447,9.107,-0.096,0.2986,0.9995,342,13.017,344.36,105.95,51.21
1780,59.48,9.583,-0.618,0.3191,1.0009,379,13.535,332.67,106.81,51.6
1781,59.513,10.174,-0.54,0.3362,1.0013,385,14.546,362.13,107.61,52.0
1782,59.547,10.712,-0.494,0.3535,1.0018,376,15.628,371.27,108.4,52.42
1783,59.58,11.733,-1.461,0.4436,1.0041,315,16.558,354.27,109.3,52.9
1784,59.614,11.303,-0.646,0.3777,1.0028,363,17.29,340.29,109.95,53.37
1785,59.647,11.493,-0.484,0.3628,1.0027,343,18.354,349.0,110.7,54.04
1786,59.68,11.596,-0.696,0.3648,1.0034,339,19.393,425.69,111.19,54.67
1787,59.714,11.8,-0.791,0.3773,1.0036,326,20.404,423.67,111.25,55.28
1788,59.747,13.005,-0.362,0.4765,1.0024,324,20.446,426.95,111.19,55.7
1789,59.781,11.915,-1.152,0.3822,1.0032,283,20.935,434.43,111.09,56.4
1790,59.814,13.294,0.132,0.4359,1.0009,351,21.506,459.2,110.87,57.18
1791,59.848,13.494,0.569,0.4327,1.0002,350,22.054,453.23,110.77,57.78
1792,59.881,13.165,0.399,0.4,1.0004,386,22.511,432.57,110.68,58.45
1793,59.914,12.957,0.141,0.388,1.0007,378,22.583,436.13,110.43,58.9
1794,59.948,13.328,0.746,0.4114,0.9993,320,23.096,449.76,109.54,59.49
1795,59.981,12.777,-0.071,0.3795,1.0003,388,22.945,468.77,108.56,59.99
1796,60.015,12.544,-0.245,0.3699,1.0004,379,23.094,514.34,106.67,60.97
1797,60.048,12.7,-0.121,0.3689,0.9995,396,21.615,468.68,106.28,61.33
1798,60.081,12.732,-0.299,0.3849,0.9997,391,21.846,485.0,105.46,61.81
1799,60.115,12.563,-0.572,0.3957,1.0003,384,22.22,550.77,104.5,62.36
1800,60.148,12.164,-0.554,0.383,1.0005,384,22.576,697.2,103.56,62.95
1801,60.182,11.814,-0.848,0.3664,1.0011,392,22.291,613.43,102.95,63.06
1802,60.215,11.706,-0.694,0.3623,1.0008,362,22.144,574.72,101.77,63.14
1803,60.248,11.313,-0.983,0.3453,1.0014,385,21.879,619.83,100.73,63.36
1804,60.282,10.867,-1.196,0.326,1.0018,397,21.382,598.74,100.17,63.5
1805,60.315,10.792,-1.257,0.3176,1.0015,398,21.11,553.32,99.7,63.65
1806,60.349,10.705,-1.159,0.3153,1.0014,395,20.826,524.92,99.07,63.61
1807,60.382,10.419,-1.173,0.3055,1.0015,391,21.044,547.3,98.28,63.64
1808,60.416,10.228,-0.649,0.2996,1.0009,321,20.974,539.45,97.49,63.55
1809,60.449,9.654,-1.163,0.279,1.0019,388,20.598,501.96,96.71,63.38
1810,60.482,9.447,-1.1,0.269,1.0018,393,20.397,485.27,95.99,63.29
1811,60.516,9.275,-0.996,0.2603,1.0017,374,20.085,481.16,95.25,63.18
1812,60.549,9.188,-1.247,0.2698,1.0021,390,20.072,486.37,94.55,63.06
1813,60.583,8.896,-0.925,0.2374,1.0016,366,19.635,453.09,93.83,62.86
1814,60.616,8.962,-1.099,0.2456,1.0018,392,19.421,421.12,93.19,62.74
1815,60.649,8.795,-1.218,0.2413,1.0021,396,19.046,412.28,92.64,62.66
1816,60.683,8.707,-1.036,0.2246,1.0018,368,19.036,417.14,92.17,62.53
1817,60.716,8.764,-1.279,0.2267,1.0022,396,19.131,430.4,91.45,62.43
1818,60.75,8.615,-1.373,0.2192,1.0025,383,19.008,406.19,90.74,62.32
1819,60.783,8.574,-1.156,0.2036,1.0024,391,19.069,410.54,90.03,62.14
1820,60.817,8.6,-1.06,0.1982,1.0022,379,19.249,453.85,89.33,61.96
1821,60.85,8.452,-1.134,0.1838,1.0027,393,19.455,442.11,88.58,61.78
1822,60.883,8.319,-1.135,0.1692,1.0029,391,19.313,410.82,87.65,61.44
1823,60.917,8.541,-1.013,0.1747,1.0025,377,19.062,384.26,86.72,61.12
1824,60.95,7.925,-1.311,0.1409,1.0038,346,18.901,388.37,86.11,60.87
1825,60.984,8.415,-1.044,0.1614,1.0029,385,18.728,394.12,85.68,60.58
1826,61.017,8.59,-0.891,0.1667,1.0023,357,18.44,371.37,85.27,60.27
1827,61.05,7.941,-1.29,0.1463,1.0036,378,18.121,346.48,84.71,59.82
1828,61.084,8.289,-0.731,0.1413,1.0024,349,17.946,339.63,84.1,59.23
1829,61.117,7.718,-1.23,0.1285,1.0037,382,17.736,353.83,83.73,58.66
1830,61.151,7.723,-1.261,0.1372,1.0037,387,17.518,367.27,83.5,58.1
1831,61.184,7.541,-1.291,0.1254,1.0037,375,17.277,333.12,83.24,57.62
1832,61.218,7.604,-1.148,0.1235,1.0034,384,17.042,315.7,83.12,57.23
1833,61.251,7.517,-1.181,0.1226,1.0034,375,16.888,305.87,83.08,56.82
1834,61.284,7.741,-0.72,0.1132,1.0023,363,16.548,287.99,83.22,56.48
1835,61.318,7.346,-1.158,0.1168,1.0031,372,16.202,263.7,83.31,56.1
1836,61.351,7.239,-0.773,0.1018,1.0025,380,15.951,250.61,83.43,55.73
1837,61.385,7.032,-0.937,0.1018,1.0027,385,15.605,256.69,83.53,55.49
1838,61.418,7.102,-1.148,0.1314,1.0025,386,15.413,263.52,83.87,55.19
1839,61.451,6.876,-0.755,0.1216,1.0018,379,14.697,242.14,83.86,54.88
1840,61.485,6.385,-1.264,0.141,1.0023,371,13.827,225.99,83.91,54.6
1841,61.518,6.178,-0.725,0.13,1.0015,378,13.188,222.92,84.05,54.34
1842,61.552,5.835,-0.546,0.1318,1.001,367,12.512,241.73,84.48,54.29
1843,61.585,5.095,-0.681,0.1185,1.0015,382,11.745,235.82,84.73,53.95
1844,61.619,4.524,-0.882,0.1272,1.0018,355,10.799,222.82,84.85,53.7
1845,61.652,4.125,-0.256,0.1059,1.001,384,9.885,222.57,85.16,53.53
1846,61.685,3.31,-0.244,0.1035,1.0013,381,8.798,221.03,85.55,53.46
1847,61.719,2.751,0.026,0.0993,1.001,388,7.579,223.51,86.16,53.43
1848,61.752,1.71,0.465,0.0638,1.0008,393,5.99,206.55,86.8,53.41
1849,61.786,1.371,0.859,0.0676,1.0005,393,4.984,208.46,87.54,53.6
1850,61.819,0.588,1.06,0.0532,1.0007,394,5.149,227.11,88.96,53.74
1851,61.852,-0.3,1.442,0.0335,1.0011,389,6.402,227.14,89.86,53.88
1852,61.886,-0.818,1.835,0.02,1.0009,391,7.846,206.43,90.75,54.06
1853,61.919,-1.278,1.67,0.0298,1.0015,389,8.875,199.07,91.75,54.2
1854,61.953,-1.742,2.018,0.016,1.0016,375,10.043,212.47,93.25,54.35
1855,61.986,-1.969,2.325,0.006,1.0018,374,10.769,233.77,94.59,54.58
1856,62.02,-2.054,2.589,0.0073,1.002,360,11.935,279.92,96.47,54.77
1857,62.053,-2.165,2.231,0.0275,1.0024,373,10.909,242.0,96.8,54.89
1858,62.086,-2.115,2.613,0.0181,1.0027,365,11.174,239.04,97.4,55.05
1859,62.12,-2.135,2.701,0.0147,1.003,354,11.382,235.68,98.61,55.1
1860,62.153,-2.011,2.979,0.007,1.0031,363,11.086,239.28,99.32,55.18
1861,62.187,-1.927,3.493,-0.0072,1.0026,378,10.922,218.94,99.78,55.2
1862,62.22,-2.168,3.757,-0.0188,1.0027,356,11.346,207.94,100.43,55.16
1863,62.253,-1.823,3.919,-0.0026,1.0018,317,12.091,207.72,101.33,54.97
1864,62.287,-3.005,2.91,0.002,1.0045,356,12.105,207.04,101.9,54.96
1865,62.32,-2.227,4.667,-0.0358,1.0016,296,12.034,199.96,102.5,54.96
1866,62.354,-2.812,3.529,0.008,1.0038,358,11.883,192.71,102.98,54.99
1867,62.387,-3.068,3.851,-0.0103,1.0037,370,11.843,187.8,103.32,55.05
1868,62.421,-3.257,3.611,-0.0053,1.0041,364,11.735,198.01,103.46,55.07
1869,62.454,-2.725,3.743,0.0144,1.0033,353,11.246,189.29,103.64,55.06
1870,62.487,-3.447,4.073,-0.0329,1.0037,343,11.225,185.23,103.61,55.02
1871,62.521,-2.723,4.591,0.0072,1.0025,361,11.483,189.84,103.52,54.98
1872,62.554,-3.472,4.041,-0.0088,1.0037,340,11.489,199.64,103.27,54.91
1873,62.588,-3.359,4.407,-0.0189,1.003,373,11.119,202.02,103.14,54.91
1874,62.621,-2.964,4.401,0.0117,1.0028,361,10.968,195.9,102.86,54.84
1875,62.654,-3.015,4.441,0.0054,1.0028,355,11.229,208.24,102.31,54.73
1876,62.688,-3.878,4.013,-0.0092,1.004,358,11.618,229.66,101.73,54.56
1877,62.721,-3.558,3.755,0.028,1.0036,368,11.717,220.45,101.29,54.44
1878,62.755,-3.549,3.83,0.0206,1.0033,367,11.517,212.04,100.87,54.31
1879,62.788,-3.585,3.601,0.0369,1.0036,372,11.654,206.23,100.56,54.15
1880,62.822,-4.145,3.28,0.024,1.0041,359,11.937,222.32,100.23,53.93
1881,62.855,-3.814,3.333,0.0641,1.0036,355,12.529,263.07,99.68,53.65
1882,62.888,-5.328,3.14,-0.0165,1.0049,356,12.545,248.75,99.33,53.47
1883,62.922,-4.897,3.108,0.0165,1.0043,358,12.532,229.96,99.21,53.31
1884,62.955,-3.804,3.435,0.0672,1.0031,368,12.669,228.43,99.39,53.13
1885,62.989,-5.006,2.884,0.022,1.0047,372,12.862,258.73,99.38,53.05
1886,63.022,-4.238,3.192,0.0627,1.0037,375,13.24,257.96,99.52,53.0
1887,63.055,-4.236,3.42,0.0585,1.0033,366,13.459,250.28,99.83,53.01
1888,63.089,-4.32,3.53,0.0457,1.0033,377,13.081,250.7,100.08,53.08
1889,63.122,-4.862,3.274,0.0283,1.004,376,13.442,250.99,100.39,53.18
1890,63.156,-5.163,2.893,0.033,1.0045,372,13.709,250.6,101.01,53.38
1891,63.189,-4.515,3.43,0.0514,1.0028,373,13.238,244.52,101.28,53.55
1892,63.222,-4.54,2.987,0.0553,1.0033,383,12.689,205.01,101.53,53.48
1893,63.256,-5.403,2.176,0.0302,1.0045,371,12.446,189.7,101.72,53.51
1894,63.289,-4.223,3.077,0.0634,1.0024,380,12.292,201.0,102.14,53.41
1895,63.323,-4.323,3.138,0.0579,1.002,376,12.472,191.12,103.14,53.37
1896,63.356,-4.278,3.192,0.0667,1.0018,389,11.821,170.78,103.57,53.52
1897,63.39,-4.419,3.097,0.0719,1.0017,387,11.817,170.51,104.21,53.63
1898,63.423,-4.759,2.815,0.0748,1.0021,394,11.991,192.8,104.91,53.64
1899,63.456,-4.509,2.555,0.1024,1.002,391,11.916,195.36,105.43,53.57
1900,63.49,-4.576,2.703,0.0975,1.0018,397,11.841,182.02,105.76,53.55
1901,63.523,-4.791,2.946,0.0873,1.0016,396,12.024,173.63,106.26,53.46
1902,63.557,-5.338,2.449,0.0843,1.0024,395,12.251,168.15,106.86,53.48
1903,63.59,-5.327,2.659,0.0864,1.0018,398,12.337,169.85,107.61,53.62
1904,63.623,-5.14,2.565,0.1069,1.0016,388,12.297,158.66,108.15,53.81
1905,63.657,-5.233,2.386,0.1193,1.0017,392,12.388,154.56,108.76,54.03
1906,63.69,-5.6,2.283,0.1059,1.0018,392,12.384,165.79,109.39,54.31
1907,63.724,-5.361,2.477,0.1198,1.0013,395,12.316,160.42,109.81,54.66
1908,63.757,-5.659,2.372,0.1158,1.0016,395,12.437,151.26,110.36,55.03
1909,63.791,-5.713,2.52,0.1208,1.0013,396,12.349,141.57,110.76,55.35
1910,63.824,-5.919,2.477,0.1207,1.0014,395,12.5,144.06,111.43,55.52
1911,63.857,-6.326,2.407,0.1114,1.0015,390,12.72,159.97,112.1,55.56
1912,63.891,-6.378,2.141,0.1261,1.0016,394,12.841,150.45,112.48,55.62
1913,63.924,-6.383,2.244,0.1404,1.0011,392,12.929,137.59,112.98,55.6
1914,63.958,-6.662,2.067,0.1417,1.0012,389,12.844,132.13,113.41,55.68
1915,63.991,-6.786,2.178,0.1462,1.0009,376,13.09,148.83,114.09,55.7
1916,64.024,-7.0,2.062,0.1494,1.0009,388,13.336,199.43,114.95,55.69
1917,64.058,-7.299,1.897,0.1464,1.0009,395,12.687,168.45,115.53,55.76
1918,64.091,-7.588,1.897,0.1444,1.001,386,12.425,142.71,116.01,55.7
1919,64.125,-8.061,1.172,0.1511,1.0019,388,12.191,139.5,116.52,55.59
1920,64.158,-8.548,1.52,0.1218,1.0014,388,11.914,139.81,116.95,55.64
1921,64.192,-8.962,0.867,0.1249,1.0022,374,11.558,123.17,117.37,55.92
1922,64.225,-8.998,1.501,0.1239,1.0011,395,11.251,110.66,117.97,56.19
1923,64.258,-9.235,2.277,0.1009,1.0,344,11.118,110.97,118.49,56.42
1924,64.292,-10.209,1.235,0.0905,1.0015,385,11.108,119.9,118.95,56.67
1925,64.325,-10.815,0.282,0.0839,1.0027,375,11.09,119.09,119.47,56.95
1926,64.359,-11.214,1.239,0.0466,1.0013,379,10.804,110.11,120.15,57.14
1927,64.392,-11.621,0.958,0.0426,1.0018,385,10.759,110.31,120.8,57.24
1928,64.425,-12.612,0.308,0.0024,1.0028,382,10.748,120.15,121.19,56.9
1929,64.459,-12.644,-0.002,0.0136,1.0029,380,10.536,122.16,121.48,56.34
1930,64.492,-13.156,0.473,-0.0257,1.0023,367,10.12,112.39,121.6,55.67
1931,64.526,-12.8,0.066,0.0077,1.0024,329,9.751,103.87,121.69,55.2
1932,64.559,-15.043,-0.694,-0.11,1.0042,330,9.486,104.93,121.71,54.95
1933,64.593,-14.018,-0.736,-0.0451,1.0037,369,9.269,102.05,121.69,54.8
1934,64.626,-13.968,-0.586,-0.0468,1.0034,342,9.161,90.88,121.62,54.6
1935,64.659,-13.792,-2.515,0.0038,1.0059,347,8.944,82.34,121.63,54.41
1936,64.693,-12.141,-2.578,0.1225,1.0054,352,8.738,82.25,121.59,54.12
1937,64.726,-14.503,-2.026,-0.0532,1.0052,334,8.698,88.75,121.21,53.98
1938,64.76,-14.25,-2.293,-0.0344,1.0054,340,8.626,80.09,120.93,53.92
1939,64.793,-14.269,-2.64,-0.0298,1.0056,317,8.438,70.7,120.3,53.9
1940,64.826,-8.578,-2.779,0.3878,1.0045,327,8.317,72.84,119.42,53.73
1941,64.86,-11.41,-2.851,0.176,1.0053,304,8.385,79.31,118.73,53.61
1942,64.893,-14.982,-3.767,-0.0764,1.007,255,8.438,78.09,118.3,53.36
1943,64.927,-8.47,-3.935,0.3797,1.0061,314,8.332,74.43,117.73,53.15
1944,64.96,-12.381,-3.686,0.0808,1.0065,241,8.232,72.87,117.54,52.99
1945,64.994,-10.582,-3.476,0.208,1.006,230,8.223,86.92,117.02,52.86
1946,65.027,-6.748,-3.036,0.4313,1.0041,224,8.332,95.95,116.27,52.81
1947,65.06,-7.452,-3.485,0.3819,1.0054,277,8.219,78.25,116.12,52.77
1948,65.094,-7.541,-3.519,0.3745,1.0058,225,8.081,66.01,115.91,52.66
1949,65.127,-7.471,-3.368,0.3696,1.0056,226,8.168,68.55,115.34,52.6
1950,65.161,-5.915,-2.505,0.4361,1.0034,224,8.207,83.11,114.56,52.51
1951,65.194,-5.122,-3.242,0.5098,1.0049,261,8.273,71.34,114.41,52.35
1952,65.227,-5.436,-3.303,0.4787,1.0051,302,8.054,62.19,114.2,52.27
1953,65.261,-5.191,-3.019,0.4871,1.0046,280,8.004,59.76,113.73,52.12
1954,65.294,-5.461,-3.85,0.4988,1.0061,277,7.931,63.24,113.2,52.04
1955,65.328,-4.734,-2.83,0.538,1.0043,321,8.018,63.92,112.7,51.96
1956,65.361,-4.645,-2.912,0.5644,1.0047,315,8.164,58.9,112.41,51.87
1957,65.395,-4.555,-3.24,0.5822,1.0056,292,8.234,56.06,111.98,51.66
1958,65.428,-4.443,-3.616,0.6323,1.0068,265,8.61,59.66,111.49,51.64
1959,65.461,-4.225,-3.4,0.6298,1.0064,276,8.873,67.04,111.02,51.76
1960,65.495,-3.236,-0.725,0.6078,1.0016,237,8.964,64.51,110.71,52.03
1961,65.528,-3.635,-2.671,0.6813,1.0068,230,8.935,59.9,110.56,52.47
1962,65.562,-3.301,-2.163,0.6678,1.0059,236,8.859,60.36,110.63,53.21
1963,65.595,-2.683,-0.021,0.647,1.0026,233,8.737,68.38,110.52,53.94
1964,65.628,-2.65,0.0,0.6044,1.0028,248,8.274,63.42,110.53,54.59
1965,65.662,-2.031,0.572,0.6342,1.0021,252,7.922,57.44,110.56,55.17
1966,65.695,-2.561,-1.257,0.6692,1.0056,227,7.858,57.85,110.53,55.82
1967,65.729,-2.324,-0.247,0.6774,1.0037,245,7.997,62.09,110.43,56.45
1968,65.762,-1.84,0.403,0.7003,1.0023,236,8.04,65.74,110.31,57.15
1969,65.796,-1.692,-0.329,0.7182,1.0037,249,7.757,64.2,110.42,57.82
1970,65.829,-1.577,-0.875,0.7475,1.0042,262,7.572,64.46,110.34,58.5
1971,65.862,-2.612,0.48,0.6483,1.0032,198,7.466,68.41,110.03,59.04
1972,65.896,-1.735,-1.198,0.7508,1.0048,217,7.599,68.11,109.89,59.68
1973,65.929,-0.784,-0.827,0.8069,1.0024,218,7.44,64.8,110.07,60.42
1974,65.963,-1.016,-4.048,0.8588,1.0071,200,7.335,62.01,110.28,61.11
1975,65.996,-0.878,-0.878,0.7899,1.0012,198,7.46,65.48,110.45,61.89
1976,66.029,-1.193,-1.693,0.8001,1.0028,231,8.227,84.88,110.56,62.52
1977,66.063,-1.85,-2.362,0.7904,1.0035,199,7.756,74.61,111.21,63.44
1978,66.096,-1.554,-4.659,0.8679,1.0061,181,7.962,65.67,111.98,64.25
1979,66.13,-0.81,-2.503,0.8748,1.002,190,7.932,64.12,112.99,64.88
1980,66.163,-0.031,-3.699,0.9764,1.0024,209,7.976,70.69,114.08,65.53
1981,66.196,-2.006,-7.1,0.8973,1.0104,213,8.127,69.84,115.04,66.31
1982,66.23,-2.212,-6.182,0.8757,1.0089,211,8.215,64.9,116.02,67.09
1983,66.263,0.085,-3.145,1.0011,1.0008,208,8.283,60.41,117.34,67.75
1984,66.297,1.372,-5.577,1.149,1.0029,223,8.121,61.63,118.34,68.48
1985,66.33,-1.54,-8.627,0.9875,1.0119,190,8.325,70.21,119.15,69.3
1986,66.364,0.911,-6.513,1.1655,1.0039,232,8.584,63.76,120.05,70.06
1987,66.397,0.616,-6.74,1.1091,1.0042,241,8.665,60.26,121.0,70.81
1988,66.43,0.1,-5.873,1.0945,1.0032,240,8.871,60.15,121.89,71.51
1989,66.464,-1.74,-7.797,1.0078,1.0084,245,9.312,62.61,122.77,72.17
1990,66.497,-1.547,-7.264,1.0206,1.0061,213,9.776,63.27,123.72,72.76
1991,66.531,-0.487,-6.336,1.0456,1.0016,237,10.048,63.29,124.81,73.32
1992,66.564,0.386,-8.556,1.129,1.0021,195,10.684,65.99,125.9,73.81
1993,66.597,-3.444,-9.168,0.8724,1.0082,218,11.398,73.99,126.91,74.2
1994,66.631,-2.106,-7.904,0.9494,1.0035,243,11.786,81.2,127.99,74.57
1995,66.664,-3.534,-8.946,0.8499,1.0073,244,12.009,74.84,129.05,74.79
1996,66.698,0.301,-7.425,1.0402,0.9979,218,12.168,74.0,130.09,74.97
1997,66.731,-2.835,-8.686,0.8817,1.0061,232,12.105,76.22,130.92,75.38
1998,66.765,-2.382,-7.573,0.908,1.0031,226,12.346,80.42,131.64,75.61
1999,66.798,-3.082,-7.57,0.8517,1.0047,239,12.247,73.65,132.43,75.6
2000,66.831,-2.209,-7.104,0.8856,1.002,229,12.075,70.69,133.29,75.6
2001,66.865,-2.47,-7.155,0.8633,1.0018,231,12.254,81.25,134.1,75.64
2002,66.898,-1.332,-6.239,0.889,0.9973,197,12.705,91.42,133.66,75.75
2003,66.932,-2.707,-6.57,0.8164,0.9999,214,12.629,98.26,134.09,75.41
2004,66.965,-1.406,-4.4,0.7764,0.9925,207,12.759,108.98,134.19,74.93
2005,66.998,-1.333,-5.61,0.8162,0.9938,226,12.874,132.31,133.79,75.09
2006,67.032,-0.92,-5.142,0.8182,0.9932,236,13.67,155.82,132.65,74.34
2007,67.065,-13.037,-1.301,-0.0282,0.9962,242,13.636,180.99,132.41,73.86
2008,67.099,-13.45,-3.199,-0.0126,0.9988,271,14.056,193.4,131.82,73.45
2009,67.132,-12.707,-1.615,-0.0373,0.9965,267,14.403,215.36,130.63,73.11
2010,67.166,-7.391,-0.311,0.2061,0.9923,288,14.877,249.71,129.06,73.1
2011,67.199,-8.669,-1.316,0.1362,0.9944,317,14.954,270.72,128.35,72.97
2012,67.232,-10.659,-3.03,0.0534,0.9978,334,15.177,274.27,128.19,72.45
2013,67.266,-7.953,-1.241,0.1364,0.9941,343,15.647,289.78,127.62,72.47
2014,67.299,-9.166,-2.426,0.0855,0.9964,337,16.107,318.13,126.71,72.95
2015,67.333,-7.018,-1.012,0.1522,0.9936,330,16.398,356.6,126.34,73.08
2016,67.366,-7.963,-1.893,0.113,0.9953,343,17.217,366.45,125.54,72.43
2017,67.399,-7.75,-2.165,0.1157,0.9957,339,17.338,372.53,125.3,72.5
2018,67.433,-6.275,-1.614,0.1664,0.9942,339,18.05,399.76,124.1,72.61
2019,67.466,-6.735,-1.561,0.1217,0.9946,372,18.434,454.62,123.99,72.62
2020,67.5,-6.88,-2.334,0.1214,0.9959,347,19.169,508.73,123.26,73.05
2021,67.533,-6.936,-2.274,0.0977,0.996,342,19.739,502.51,123.53,72.74
2022,67.567,-5.189,-0.7,0.1402,0.9929,368,20.03,524.89,123.62,72.75
2023,67.6,-5.096,-0.096,0.1184,0.9921,369,20.645,576.04,123.44,72.91
2024,67.633,-5.319,-0.701,0.1062,0.993,372,21.255,634.71,123.22,73.02
2025,67.667,-5.937,-1.256,0.0686,0.9942,376,21.799,639.46,123.27,73.24
2026,67.7,-5.094,-0.556,0.0819,0.9929,381,22.225,637.54,123.91,73.39
2027,67.734,-5.642,-1.479,0.0663,0.9942,386,22.866,673.87,123.91,73.4
2028,67.767,-5.692,-1.711,0.0617,0.9944,366,23.636,752.42,123.97,73.7
2029,67.8,-5.748,-1.936,0.0535,0.9947,374,24.027,715.35,124.86,73.51
2030,67.834,-5.804,-2.118,0.0513,0.9949,373,24.224,707.9,125.61,73.45
2031,67.867,-5.449,-2.093,0.0644,0.9946,381,24.655,757.77,125.97,73.4
2032,67.901,-5.698,-2.164,0.0412,0.9948,390,25.89,802.5,125.33,73.41
